Search Warrant #,Type of Warrant,Date,Address Merged,Address,,,City,State,Country,
15SW4857,SEARCH,27-Feb-15,5300 S MARSHFIELD AVE,5300,S,MARSHFIELD AVE,CHICAGO,ILLINOIS,USA,Y
15SW4872,SEARCH,27-Feb-15,1500 W FARWELL AVE,1500,W,FARWELL AVE,CHICAGO,ILLINOIS,USA,Y
15SW4865,SEARCH,28-Feb-15,8000 S JEFFERY BLVD,8000,S,JEFFERY BLVD,CHICAGO,ILLINOIS,USA,Y
15SW4870,SEARCH,28-Feb-15,4600 W MONROE ST,4600,W,MONROE ST,CHICAGO,ILLINOIS,USA,N
15SW4875,SEARCH,28-Feb-15,2000 W 70TH ST,2000,W,70TH ST,CHICAGO,ILLINOIS,USA,Y
15SW4826,SEARCH,28-Feb-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW4852,SEARCH,28-Feb-15,2400 E 79TH ST,2400,E,79TH ST,CHICAGO,ILLINOIS,USA,Y
15SW4876,SEARCH,1-Mar-15,3700 W GRENSHAW ST,3700,W,GRENSHAW ST,CHICAGO,ILLINOIS,USA,N
15SW4860,SEARCH,2-Mar-15,1500 E 86TH ST,1500,E,86TH ST,CHICAGO,ILLINOIS,USA,Y
15SW4879,SEARCH,2-Mar-15,7700 S CARPENTER ST,7700,S,CARPENTER ST,CHICAGO,ILLINOIS,USA,Y
15SW4883,SEARCH,2-Mar-15,6400 S WOOD ST,6400,S,WOOD ST,CHICAGO,ILLINOIS,USA,Y
15SW4894,SEARCH,2-Mar-15,1300 N MAPLEWOOD AVE,1300,N,MAPLEWOOD AVE,CHICAGO,ILLINOIS,USA,Y
15SW4884,SEARCH,2-Mar-15,1300 S AVERS AVE,1300,S,AVERS AVE,CHICAGO,ILLINOIS,USA,N
15SW4887,SEARCH,3-Mar-15,3600 W LEXINGTON ST,3600,W,LEXINGTON ST,CHICAGO,ILLINOIS,USA,Y
15SW4901,SEARCH,3-Mar-15,900 N HAMLIN AVE,900,N,HAMLIN AVE,CHICAGO,ILLINOIS,USA,N
15SW4895,SEARCH,3-Mar-15,2600 W WILCOX ST,2600,W,WILCOX ST,CHICAGO,ILLINOIS,USA,N
15SW4892,SEARCH,3-Mar-15,3800 W ADAMS ST,3800,W,ADAMS ST,CHICAGO,ILLINOIS,USA,Y
15SW4907,SEARCH,3-Mar-15,5400 W ADAMS ST,5400,W,ADAMS ST,CHICAGO,ILLINOIS,USA,Y
15SW4911,SEARCH,4-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW4925,SEARCH,4-Mar-15,2400 W 32ND PL,2400,W,32ND PL,CHICAGO,ILLINOIS,USA,N
15SW4917,SEARCH,4-Mar-15,2200 E 100TH ST,2200,E,100TH ST,CHICAGO,ILLINOIS,USA,Y
15SW4926,SEARCH,5-Mar-15,9300 S RHODES AVE,9300,S,RHODES AVE,CHICAGO,ILLINOIS,USA,Y
15SW4950,SEARCH,5-Mar-15,3700 S ELLIS AVE,3700,S,ELLIS AVE,CHICAGO,ILLINOIS,USA,N
15SW4928,SEARCH,5-Mar-15,9200 S CALUMET AVE,9200,S,CALUMET AVE,CHICAGO,ILLINOIS,USA,Y
15SW4927,SEARCH,5-Mar-15,9200 S CALUMET AVE,9200,S,CALUMET AVE,CHICAGO,ILLINOIS,USA,Y
15SW4949,SEARCH,5-Mar-15,6200 S ST LAWRENCE AVE,6200,S,ST LAWRENCE AVE,CHICAGO,ILLINOIS,USA,Y
15SW4893,SEARCH,5-Mar-15,4400 W WASHINGTON BLVD,4400,W,WASHINGTON BLVD,CHICAGO,ILLINOIS,USA,Y
15SW4955,SEARCH,5-Mar-15,4800 S KILPATRICK AVE,4800,S,KILPATRICK AVE,CHICAGO,ILLINOIS,USA,N
15SW4924,SEARCH,6-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW4957,SEARCH,6-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW4954,SEARCH,6-Mar-15,3500 W GRENSHAW ST,3500,W,GRENSHAW ST,CHICAGO,ILLINOIS,USA,N
15SW4951,SEARCH,6-Mar-15,1400 E 66TH PL,1400,E,66TH PL,CHICAGO,ILLINOIS,USA,Y
15SW4968,SEARCH,6-Mar-15,5000 W MONROE ST,5000,W,MONROE ST,CHICAGO,ILLINOIS,USA,N
15SW4964,SEARCH,6-Mar-15,6000 W FULLERTON AVE,6000,W,FULLERTON AVE,CHICAGO,ILLINOIS,USA,N
15SW4965,SEARCH,6-Mar-15,300 N FRANCISCO AVE,300,N,FRANCISCO AVE,CHICAGO,ILLINOIS,USA,N
15SW4942,SEARCH,6-Mar-15,7600 S WOLCOTT AVE,7600,S,WOLCOTT AVE,CHICAGO,ILLINOIS,USA,N
15SW4966,SEARCH,6-Mar-15,2800 W WASHINGTON BLVD,2800,W,WASHINGTON BLVD,CHICAGO,ILLINOIS,USA,Y
15SW4912,SEARCH,7-Mar-15,2300 E 70TH PL,2300,E,70TH PL,CHICAGO,ILLINOIS,USA,Y
15SW4898,SEARCH,7-Mar-15,2200 W FARWELL AVE,2200,W,FARWELL AVE,CHICAGO,ILLINOIS,USA,Y
15SW4937,SEARCH,7-Mar-15,1500 S LAWNDALE AVE,1500,S,LAWNDALE AVE,CHICAGO,ILLINOIS,USA,N
15SW4910,SEARCH,7-Mar-15,1600 S CENTRAL PARK AVE,1600,S,CENTRAL PARK AVE,CHICAGO,ILLINOIS,USA,N
15SW4977,SEARCH,8-Mar-15,8200 S HARPER AVE,8200,S,HARPER AVE,CHICAGO,ILLINOIS,USA,Y
15SW4971,SEARCH,8-Mar-15,11600 S STEWART AVE,11600,S,STEWART AVE,CHICAGO,ILLINOIS,USA,Y
15SW4958,SEARCH,8-Mar-15,6200 S LAFLIN ST,6200,S,LAFLIN ST,CHICAGO,ILLINOIS,USA,Y
15SW4979,SEARCH,9-Mar-15,9500 S MERRION AVE,9500,S,MERRION AVE,CHICAGO,ILLINOIS,USA,Y
15SW4970,SEARCH,9-Mar-15,7600 S OGLESBY AVE,7600,S,OGLESBY AVE,CHICAGO,ILLINOIS,USA,Y
15SW4996,SEARCH,9-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW4997,SEARCH,9-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW4995,SEARCH,9-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW4978,SEARCH,9-Mar-15,7100 S RACINE AVE,7100,S,RACINE AVE,CHICAGO,ILLINOIS,USA,Y
15SW5000,SEARCH,10-Mar-15,10700 S OGLESBY AVE,10700,S,OGLESBY AVE,CHICAG0,ILLINOIS,USA,N
15SW5004,SEARCH,10-Mar-15,2900 W WARREN BLVD,2900,W,WARREN BLVD,CHICAGO,ILLINOIS,USA,N
15SW4984,SEARCH,10-Mar-15,700 S CICERO AVE,700,S,CICERO AVE,CHICAGO,ILLINOIS,USA,N
15SW5018,SEARCH,10-Mar-15,1600 W 81ST ST,1600,W,81ST ST,CHICAGO,ILLINOIS,USA,Y
15SW5017,SEARCH,10-Mar-15,1600 W 81ST ST,1600,W,81ST ST,CHICAGO,ILLINOIS,USA,N
15SW5025,SEARCH,10-Mar-15,700 S KILBOURN AVE,700,S,KILBOURN AVE,CHICAGO,ILLINOIS,USA,N
15SW5020,SEARCH,10-Mar-15,4300 S MAPLEWOOD AVE,4300,S,MAPLEWOOD AVE,CHICAGO,ILLINOIS,USA,Y
15SW5010,SEARCH,10-Mar-15,8200 S LOOMIS BLVD,8200,S,LOOMIS BLVD,CHICAGO,ILLINOIS,USA,Y
15SW5028,SEARCH,10-Mar-15,6300 W DIVERSEY AVE,6300,W,DIVERSEY AVE,CHICAGO,ILLINOIS,USA,Y
15SW5034,SEARCH,11-Mar-15,2900 W 25TH ST,2900,W,25TH ST,CHICAGO,ILLINOIS,USA,Y
15SW4987,SEARCH,11-Mar-15,6400 S PULASKI RD,6400,S,PULASKI RD,CHICAGO,ILLINOIS,USA,N
15SW4988,SEARCH,11-Mar-15,6400 S PULASKI RD,6400,S,PULASKI RD,CHICAGO,ILLINOIS,USA,N
15SW5014,SEARCH,11-Mar-15,3300 W CHICAGO AVE,3300,W,CHICAGO AVE,CHICAGO,ILLINOIS,USA,N
15SW5013,SEARCH,11-Mar-15,500 S CICERO AVE,500,S,CICERO AVE,CHICAGO,ILLINOIS,USA,N
15SW5001,SEARCH,11-Mar-15,6200 S HONORE ST,6200,S,HONORE ST,CHICAGO,ILLINOIS,USA,Y
15SW4972,SEARCH,11-Mar-15,7700 S RIDGELAND AVE,7700,S,RIDGELAND AVE,CHICAGO,ILLINOIS,USA,N
15SW4973,SEARCH,11-Mar-15,7700 S RIDGELAND AVE,7700,S,RIDGELAND AVE,CHICAGO,ILLINOIS,USA,N
15SW5026,SEARCH,11-Mar-15,11900 S YALE AVE,11900,S,YALE AVE,CHICAGO,ILLINOIS,USA,Y
15SW5019,SEARCH,11-Mar-15,1000 W 115TH ST,1000,W,115TH ST,CHICAGO,ILLINOIS,USA,N
15SW5030,SEARCH,11-Mar-15,9300 S FOREST AVE,9300,S,FOREST AVE,CHICAGO,ILLINOIS,USA,N
15SW0000,SEARCH,11-Mar-15,5300 W HARRISON ST,5300,W,HARRISON ST,CHICAGO,ILLINOIS,USA,Y
14SW5409,SEARCH,11-Mar-15,3100 S LITUANICA AVE,3100,S,LITUANICA AVE,CHICAGO,ILLINOIS,USA,Y
15SW5033,SEARCH,11-Mar-15,3100 S LITUANICA AVE,3100,S,LITUANICA AVE,CHICAGO,ILLINOIS,USA,Y
15SW5041,SEARCH,12-Mar-15,6600 S LAFLIN ST,6600,S,LAFLIN ST,CHICAGO,ILLINOIS,USA,N
15SW4983,SEARCH,12-Mar-15,3300 W 55TH ST,3300,W,55TH ST,CHICAGO,ILLINOIS,USA,Y
15SW5055,SEARCH,12-Mar-15,1200 W PRATT BLVD,1200,W,PRATT BLVD,CHICAGO,ILLINOIS,USA,Y
15SW5032,SEARCH,12-Mar-15,3800 S LITUANICA AVE,3800,S,LITUANICA AVE,CHICAGO,ILLINOIS,USA,Y
15SW5029,SEARCH,12-Mar-15,1800 S WOOD ST,1800,S,WOOD ST,CHICAGO,ILLINOIS,USA,Y
15SW5061,SEARCH,13-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5063,SEARCH,13-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5064,SEARCH,13-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5065,SEARCH,13-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5062,SEARCH,13-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5059,SEARCH,13-Mar-15,5300 S MAY ST,5300,S,MAY ST,CHICAGO,ILLINOIS,USA,N
15SW6058,SEARCH,13-Mar-15,6100 S WOOD ST,6100,S,WOOD ST,CHICAGO,ILLINOIS,USA,Y
15SW5057,SEARCH,13-Mar-15,6100 S WOOD ST,6100,S,WOOD ST,CHICAGO,ILLINOIS,USA,Y
15SW4999,SEARCH,13-Mar-15,1600 W MADISON ST,1600,W,MADISON ST,CHICAGO,ILLINOIS,USA,Y
15SW5066,SEARCH,13-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5049,SEARCH,13-Mar-15,400 W 103RD ST,400,W,103RD ST,CHICAGO,ILLINOIS,USA,N
15SW5060,SEARCH,13-Mar-15,7800 S LOWE AVE,7800,S,LOWE AVE,CHICAGO,ILLINOIS,USA,Y
15SW5067,SEARCH,13-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5003,SEARCH,13-Mar-15,2600 W HIRSCH ST,2600,W,HIRSCH ST,CHICAGO,ILLINOIS,USA,N
15SW5085,SEARCH,13-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5087,SEARCH,13-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5086,SEARCH,13-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5089,SEARCH,13-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5038,SEARCH,13-Mar-15,3900 W JACKSON BLVD,3900,W,JACKSON BLVD,CHICAGO,ILLINOIS,USA,N
15SW5095,SEARCH,13-Mar-15,10300 S DOTY AVE E,10300,S,DOTY AVE E,CHICAGO,ILLINOIS,USA,N
15SW5094,SEARCH,13-Mar-15,13000 S DOTY AVE E,13000,S,DOTY AVE E,CHICAGO,ILLINOIS,USA,N
15SW5070,SEARCH,13-Mar-15,600 N LOCKWOOD AVE,600,N,LOCKWOOD AVE,CHICAGO,ILLINOIS,USA,Y
15SW5075,SEARCH,13-Mar-15,8000 S INGLESIDE AVE,8000,S,INGLESIDE AVE,CHICAGO,ILLINOIS,USA,N
15SW5096,SEARCH,13-Mar-15,8000 S MANISTEE AVE,8000,S,MANISTEE AVE,CHICAGO,ILLINOIS,USA,N
15SW5102,SEARCH,15-Mar-15,900 N LAWNDALE AVE,900,N,LAWNDALE AVE,CHICAGO,ILLINOIS,USA,N
15SW5106,SEARCH,16-Mar-15,2400 W WARREN BLVD,2400,W,WARREN BLVD,CHICAGO,ILLINOIS,USA,N
15SW5103,SEARCH,16-Mar-15,1400 N LAVERGNE AVE,1400,N,LAVERGNE AVE,CHICAGO,ILLINOIS,USA,Y
15SW4952,SEARCH,16-Mar-15,2400 W BELMONT AVE,2400,W,BELMONT AVE,CHICAGO,ILLINOIS,USA,N
15SW5104,SEARCH,16-Mar-15,4600 S PRAIRIE AVE,4600,S,PRAIRIE AVE,CHICAGO,ILLINOIS,USA,Y
15SW5088,SEARCH,17-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5092,SEARCH,17-Mar-15,7300 S ROCKWELL ST,7300,S,ROCKWELL ST,CHICAGO,ILLINOIS,USA,Y
15SW5110,SEARCH,17-Mar-15,4000 W MONROE ST,4000,W,MONROE ST,CHICAGO,ILLINOIS,USA,Y
15SW5122,SEARCH,17-Mar-15,100 W 69TH ST,100,W,69TH ST,CHICAGO,ILLINOIS,USA,Y
15SW5111,SEARCH,17-Mar-15,2400 E 106TH ST,2400,E,106TH ST,CHICAGO,ILLINOIS,USA,Y
15SW5129,SEARCH,18-Mar-15,100 E 70TH ST,100,E,70TH ST,CHICAGO,ILLINOIS,USA,N
15SW5136,SEARCH,18-Mar-15,1000 W 88TH ST,1000,W,88TH ST,CHICAGO,ILLINOIS,USA,Y
15SW5108,SEARCH,18-Mar-15,10700 S EGGLESTON AVE,10700,S,EGGLESTON AVE,CHICAGO,ILLINOIS,USA,Y
15SW5198,SEARCH,18-Mar-15,2600 W 12TH PL,2600,W,12TH PL,CHICAGO,ILLINOIS,USA,N
15SW5115,SEARCH,19-Mar-15,4900 W MONROE ST,4900,W,MONROE ST,CHICAGO,ILLINOIS,USA,Y
15SW5131,SEARCH,19-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5150,SEARCH,19-Mar-15,4000 W JACKSON BLVD,4000,W,JACKSON BLVD,CHICAGO,ILLINOIS,USA,N
15SW5130,SEARCH,19-Mar-15,7100 S EMERALD AVE,7100,S,EMERALD AVE,CHICAGO,ILLINOIS,USA,Y
15SW5107,SEARCH,19-Mar-15,1500 S SPRINGFIELD AVE,1500,S,SPRINGFIELD AVE,CHICAGO,ILLINOIS,USA,Y
15SW5152,SEARCH,19-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5151,SEARCH,19-Mar-15,1100 W 115TH ST,1100,W,115TH ST,CHICAGO,ILLINOIS,USA,N
15SW5155,SEARCH,19-Mar-15,2200 S KILDARE AVE,2200,S,KILDARE AVE,CHICAGO,ILLINOIS,USA,Y
15SW5156,SEARCH,19-Mar-15,3900 W VAN BUREN ST,3900,W,VAN BUREN ST,CHICAGO,ILLINOIS,USA,N
15SW5157,SEARCH,19-Mar-15,10400 S STATE ST,10400,S,STATE ST,CHICAGO,ILLINOIS,USA,Y
15SW5142,SEARCH,19-Mar-15,1500 E 68TH ST,1500,E,68TH ST,CHICAGO,ILLINOIS,USA,Y
15SW5164,SEARCH,19-Mar-15,3200 W 62ND ST,3200,W,62ND ST,CHICAGO,ILLINOIS,USA,N
15SW5109,SEARCH,20-Mar-15,900 N HOMAN AVE,900,N,HOMAN AVE,CHICAGO,ILLINOIS,USA,Y
15SW5143,SEARCH,20-Mar-15,4700 W ADAMS ST,4700,W,ADAMS ST,CHICAGO,ILLINOIS,USA,N
15SW5163,SEARCH,20-Mar-15,1600 W 79TH ST,1600,W,79TH ST,CHICAGO,ILLINOIS,USA,Y
15SW5158,SEARCH,20-Mar-15,4600 S DREXEL BLVD,4600,S,DREXEL BLVD,CHICAGO,ILLINOIS,USA,N
15SW5154,SEARCH,20-Mar-15,6600 S OAKLEY AVE,6600,S,OAKLEY AVE,CHICAGO,ILLINOIS,USA,Y
15SW5170,SEARCH,20-Mar-15,11200 S INDIANA AVE,11200,S,INDIANA AVE,CHICAGO,ILLINOIS,USA,Y
15SW5166,SEARCH,20-Mar-15,3400 W PERSHING RD,3400,W,PERSHING RD,CHICAGO,ILLINOIS,USA,Y
15SW5173,SEARCH,20-Mar-15,1700 W 85TH ST,1700,W,85TH ST,CHICAGO,ILLINOIS,USA,Y
15SW5144,SEARCH,21-Mar-15,10200 S LAFAYETTE AVE,10200,S,LAFAYETTE AVE,CHICAGO,ILLINOIS,USA,Y
15SW5162,SEARCH,21-Mar-15,7800 S PHILLIPS AVE,7800,S,PHILLIPS AVE,CHICAGO,ILLINOIS,USA,Y
15SW5169,SEARCH,21-Mar-15,6400 S OAKLEY AVE,6400,S,OAKLEY AVE,CHICAGO,ILLINOIS,USA,Y
15SW5153,SEARCH,22-Mar-15,800 N TRUMBULL AVE,800,N,TRUMBULL AVE,CHICAGO,ILLINOIS,USA,Y
15SW5178,SEARCH,22-Mar-15,3100 W 41ST ST,3100,W,41ST ST,CHICAGO,ILLINOIS,USA,Y
15SW5181,SEARCH,22-Mar-15,6400 S ABERDEEN ST,6400,S,ABERDEEN ST,CHICAGO,ILLINOIS,USA,N
15SW5199,SEARCH,23-Mar-15,5500 W WRIGHTWOOD AVE,5500,W,WRIGHTWOOD AVE,CHICAGO,ILLINOIS,USA,N
15SW5200,SEARCH,23-Mar-15,5500 W WRIGHTWOOD AVE,5500,W,WRIGHTWOOD AVE,CHICAGO,ILLINOIS,USA,N
15SW5194,SEARCH,23-Mar-15,10400 S STATE ST,10400,S,STATE ST,CHICAGO,ILLINOIS,USA,Y
15SW5183,SEARCH,23-Mar-15,4500 S HONORE ST,4500,S,HONORE ST,CHICAGO,ILLINOIS,USA,Y
15SW5206,SEARCH,24-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5202,SEARCH,24-Mar-15,1100 W 77TH ST,1100,W,77TH ST,CHICAGO,ILLINOIS,USA,Y
15SW5207,SEARCH,24-Mar-15,8300 S ADA ST,8300,S,ADA ST,CHICAGO,ILLINOIS,USA,Y
15SW5193,SEARCH,24-Mar-15,7900 S LAFLIN ST,7900,S,LAFLIN ST,CHICAGO,ILLINOIS,USA,N
15SW5180,SEARCH,24-Mar-15,6700 S EAST END AVE,6700,S,EAST END AVE,CHICAGO,ILLINOIS,USA,N
15SW5212,SEARCH,24-Mar-15,1100 N LAWNDALE AVE,1100,N,LAWNDALE AVE,CHICAGO,ILLINOIS,USA,N
15SW5220,SEARCH,24-Mar-15,4600 W MONROE ST,4600,W,MONROE ST,CHICAGO,ILLINOIS,USA,N
15SW5208,SEARCH,24-Mar-15,200 N LAPORTE AVE,200,N,LAPORTE AVE,CHICAGO,ILLINOIS,USA,Y
15SW5187,SEARCH,24-Mar-15,4500 S MARSHFIELD AVE,4500,S,MARSHFIELD AVE,CHICAGO,ILLINOIS,USA,Y
15SW5203,SEARCH,24-Mar-15,3900 W CHICAGO AVE,3900,W,CHICAGO AVE,CHICAGO,ILLINOIS,USA,Y
15SW5236,SEARCH,25-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5235,SEARCH,25-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5242,SEARCH,25-Mar-15,3900 W JACKSON BLVD,3900,W,JACKSON BLVD,CHICAGO,ILLINOIS,USA,N
15SW5233,SEARCH,25-Mar-15,1800 S RIDGEWAY AVE,1800,S,RIDGEWAY AVE,CHICAGO,ILLINOIS,USA,N
15SW5205,SEARCH,25-Mar-15,7900 S PEORIA ST,7900,S,PEORIA ST,CHICAGO,ILLINOIS,USA,N
15SW5225,SEARCH,25-Mar-15,6400 S FRANCISCO AVE,6400,S,FRANCISCO AVE,CHICAGO,ILLINOIS,USA,Y
15SW5248,SEARCH,25-Mar-15,3900 S LAKE PARK AVE,3900,S,LAKE PARK AVE,CHICAGO,ILLINOIS,USA,N
15SW5247,SEARCH,25-Mar-15,9700 S AVENUE M,9700,S,AVENUE M,CHICAGO,ILLINOIS,USA,Y
15SW5229,SEARCH,26-Mar-15,8100 S JUSTINE ST,8100,S,JUSTINE ST,CHICAGO,ILLINOIS,USA,Y
15SW5243,SEARCH,26-Mar-15,0 E 102ND PL,0,E,102ND PL,CHICAGO,ILLINOIS,USA,Y
15SW5244,SEARCH,26-Mar-15,2800 W 39TH PL,2800,W,39TH PL,CHICAGO,ILLINOIS,USA,Y
15SW5232,SEARCH,26-Mar-15,3400 W 84TH PL,3400,W,84TH PL,CHICAGO,ILLINOIS,USA,Y
15SW5241,SEARCH,26-Mar-15,4100 W MONROE ST,4100,W,MONROE ST,CHICAGO,ILLINOIS,USA,N
15SW5240,SEARCH,26-Mar-15,1400 W 73RD PL,1400,W,73RD PL,CHICAGO,ILLINOIS,USA,N
15SW5256,SEARCH,26-Mar-15,4400 W MONROE ST,4400,W,MONROE ST,CHICAGO,ILLINOIS,USA,N
15SW5260,SEARCH,26-Mar-15,5100 W THOMAS ST,5100,W,THOMAS ST,CHICAGO,ILLINOIS,USA,Y
15SW5221,SEARCH,26-Mar-15,5700 S THROOP ST,5700,S,THROOP ST,CHICAGO,ILLINOIS,USA,Y
15SW5250,SEARCH,26-Mar-15,7900 S ARTESIAN AVE,7900,S,ARTESIAN AVE,CHICAGO,ILLINOIS,USA,N
15SW5249,SEARCH,26-Mar-15,1300 S KOLIN AVE,1300,S,KOLIN AVE,CHICAGO,ILLINOIS,USA,Y
15SW5182,SEARCH,26-Mar-15,8700 S EMERALD AVE,8700,S,EMERALD AVE,CHICAGO,ILLINOIS,USA,Y
15SW5253,SEARCH,26-Mar-15,4200 W 21ST PL,4200,W,21ST PL,CHICAGO,ILLINOIS,USA,N
15SW5246,SEARCH,27-Mar-15,4000 W MONROE ST,4000,W,MONROE ST,CHICAGO,ILLINOIS,USA,Y
15SW5258,SEARCH,27-Mar-15,2300 E 79TH ST,2300,E,79TH ST,CHICAGO,ILLINOIS,USA,Y
15SW5268,SEARCH,27-Mar-15,7700 S PEORIA ST,7700,S,PEORIA ST,CHICAGO,ILLINOIS,USA,Y
15SW5259,SEARCH,27-Mar-15,1700 W 85TH ST,1700,W,85TH ST,CHICAGO,ILLINOIS,USA,Y
15SW5228,SEARCH,27-Mar-15,8100 S DREXEL AVE,8100,S,DREXEL AVE,CHICAGO,ILLINOIS,USA,Y
15SW5283,SEARCH,27-Mar-15,2900 W FLETCHER ST,2900,W,FLETCHER ST,CHICAGO,ILLINOIS,USA,N
15SW5282,SEARCH,27-Mar-15,1900 W FLETCHER ST,1900,W,FLETCHER ST,CHICAGO,ILLINOIS,USA,N
15SW5280,SEARCH,28-Mar-15,6300 S ELIZABETH ST,6300,S,ELIZABETH ST,CHICAGO,ILLINOIS,USA,N
15SW5285,SEARCH,29-Mar-15,8300 S HOUSTON AVE,8300,S,HOUSTON AVE,CHICAGO,ILLINOIS,USA,N
15SW5287,SEARCH,29-Mar-15,5800 S ABERDEEN ST,5800,S,ABERDEEN ST,CHICAGO,ILLINOIS,USA,N
15SW5286,SEARCH,29-Mar-15,6000 S MAY ST,6000,S,MAY ST,CHICAGO,ILLINOIS,USA,Y
15SW5292,SEARCH,29-Mar-15,3800 W MONROE ST,3800,W,MONROE ST,CHICAGO,ILLINOIS,USA,N
15SW5276,SEARCH,30-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5296,SEARCH,30-Mar-15,1800 S HARDING AVE,1800,S,HARDING AVE,CHICAGO,ILLINOIS,USA,Y
15SW4882,SEARCH,30-Mar-15,1800 S HARDING AVE,1800,S,HARDING AVE,CHICAGO,ILLINOIS,USA,Y
15SW5293,SEARCH,30-Mar-15,2200 S MICHIGAN AVE,2200,S,MICHIGAN AVE,CHICAGO,ILLINOIS,USA,N
15SW5289,SEARCH,30-Mar-15,6300 S LAFLIN ST,6300,S,LAFLIN ST,CHICAGO,ILLINOIS,USA,Y
15SW5300,SEARCH,30-Mar-15,13100 S AVENUE O,13100,S,AVENUE O,CHICAGO,ILLINOIS,USA,N
15SW5301,SEARCH,30-Mar-15,3900 W GLADYS AVE,3900,W,GLADYS AVE,CHICAGO,ILLINOIS,USA,Y
15SW5303,SEARCH,30-Mar-15,300 W 109TH ST,300,W,109TH ST,CHICAGO,ILLINOIS,USA,Y
15SW5306,SEARCH,31-Mar-15,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
15SW5302,SEARCH,31-Mar-15,6800 S JEFFERY BLVD,6800,S,JEFFERY BLVD,CHICAGO,ILLINOIS,USA,Y
15SW5308,SEARCH,31-Mar-15,2100 S CANALPORT AVE,2100,S,CANALPORT AVE,CHICAGO,ILLINOIS,USA,N
15SW5319,SEARCH,31-Mar-15,4300 W MONROE ST,4300,W,MONROE ST,CHICAGO,ILLINOIS,USA,Y
15SW5294,SEARCH,31-Mar-15,1100 S MOZART ST,1100,S,MOZART ST,CHICAGO,ILLINOIS,USA,Y
15SW5318,SEARCH,31-Mar-15,3900 W WILCOX ST,3900,W,WILCOX ST,CHICAGO,ILLINOIS,USA,N
15SW5299,SEARCH,31-Mar-15,3900 W WILCOX ST,3900,W,WILCOX ST,CHICAGO,ILLINOIS,USA,N
15SW5321,SEARCH,31-Mar-15,600 N CENTRAL AVE,600,N,CENTRAL AVE,CHICAGO,ILLINOIS,USA,Y
15SW5305,SEARCH,1-Apr-15,4900 W IOWA ST,4900,W,IOWA ST,CHICAGO,ILLINOIS,USA,Y
15SW5315,SEARCH,1-Apr-15,6500 N KEDZIE AVE,6500,N,KEDZIE AVE,CHICAGO,ILLINOIS,USA,N
15SW5316,SEARCH,1-Apr-15,4600 W CHICAGO AVE,4600,W,CHICAGO AVE,CHICAGO,ILLINOIS,USA,Y
