Search Warrant #,Type of Warrant,Date,Address Merged,Address,,,City,State,Country,
13SW4116,SEARCH,9-Jan-13,1200 N LOCKWOOD AVE,1200,N,LOCKWOOD AVE,CHICAGO,ILLINOIS,USA,N
13SW4115,SEARCH,9-Jan-13,1000 W AINSLIE ST,1000,W,AINSLIE ST,CHICAGO,ILLINOIS,USA,Y
13SW4095,SEARCH,9-Jan-13,6000 S KENNETH AVE,6000,S,KENNETH AVE,CHICAGO,ILLINOIS,USA,N
13SW4096,SEARCH,9-Jan-13,6700 S PULASKI RD,6700,S,PULASKI RD,CHICAGO,ILLINOIS,USA,N
13SW4114,SEARCH,9-Jan-13,1000 W LAWRENCE AVE,1000,W,LAWRENCE AVE,CHICAGO,ILLINOIS,USA,Y
13SW4089,SEARCH,10-Jan-13,11700 S HALSTED ST,11700,S,HALSTED ST,CHICAGO,ILLINOIS,USA,Y
13SW4113,SEARCH,10-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4100,SEARCH,10-Jan-13,5500 W GRAND AVE,5500,W,GRAND AVE,CHICAGO,ILLINOIS,USA,N
13SW4133,SEARCH,10-Jan-13,2400 W 71ST ST,2400,W,71ST ST,CHICAGO,ILLINOIS,USA,Y
13SW4129,SEARCH,10-Jan-13,2500 N KEELER AVE,2500,N,KEELER AVE,CHICAGO,ILLINOIS,USA,N
13SW4130,SEARCH,10-Jan-13,7700 S KINGSTON AVE,7700,S,KINGSTON AVE,CHICAGO,ILLINOIS,USA,Y
13SW4132,SEARCH,10-Jan-13,4100 N ALBANY AVE,4100,N,ALBANY AVE,CHICAGO,ILLINOIS,USA,N
13SW4121,SEARCH,10-Jan-13,4300 S CALUMET AVE,4300,S,CALUMET AVE,CHICAGO,ILLINOIS,USA,N
10SW8591,SEARCH,10-Jan-13,4600 S LANGLEY AVE,4600,S,LANGLEY AVE,CHICAGO,ILLINOIS,USA,Y
13SW4120,SEARCH,10-Jan-13,4600 S LANGLEY AVE,4600,S,LANGLEY AVE,CHICAGO,ILLINOIS,USA,Y
13SW4109,SEARCH,10-Jan-13,5200 W WASHINGTON BLVD,5200,W,WASHINGTON BLVD,CHICAGO,ILLINOIS,USA,Y
13SW4126,SEARCH,10-Jan-13,200 S HOYNE AVE,200,S,HOYNE AVE,CHICAGO,ILLINOIS,USA,N
12SW4125,SEARCH,10-Jan-13,5100 S BISHOP ST,5100,S,BISHOP ST,CHICAGO,ILLINOIS,USA,N
13SW4106,SEARCH,10-Jan-13,10400 S GREEN ST,10400,S,GREEN ST,CHICAGO,ILLINOIS,USA,N
13SW4136,SEARCH,11-Jan-13,4100 S ARCHER AVE,4100,S,ARCHER AVE,CHICAGO,ILLINOIS,USA,Y
13SW4135,SEARCH,11-Jan-13,3400 W 38TH PL,3400,W,38TH PL,CHICAGO,ILLINOIS,USA,Y
13SW4137,SEARCH,11-Jan-13,4100 S ARCHER AVE,4100,S,ARCHER AVE,CHICAGO,ILLINOIS,USA,Y
13SW4134,SEARCH,11-Jan-13,3400 W 38TH PL,3400,W,38TH PL,CHICAGO,ILLINOIS,USA,Y
13SW4123,SEARCH,11-Jan-13,7200 S RIDGEWAY AVE,7200,S,RIDGEWAY AVE,CHICAGO,ILLINOIS,USA,N
13SW4127,SEARCH,11-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4152,SEARCH,11-Jan-13,3500 N CENTRAL AVE,3500,N,CENTRAL AVE,CHICAGO,ILLINOIS,USA,N
13SW4144,SEARCH,11-Jan-13,2800 W 25TH PL,2800,W,25TH PL,CHICAGO,ILLINOIS,USA,N
13SW4155,SEARCH,11-Jan-13,1800 S KILDARE AVE,1800,S,KILDARE AVE,CHICAGO,ILLINOIS,USA,Y
13SW4158,SEARCH,12-Jan-13,200 W 104TH ST,200,W,104TH ST,CHICAGO,ILLINOIS,USA,Y
13SW4092,SEARCH,12-Jan-13,900 N LECLAIRE AVE,900,N,LECLAIRE AVE,CHICAGO,ILLINOIS,USA,N
13SW4093,SEARCH,12-Jan-13,900 N LECLAIRE AVE,900,N,LECLAIRE AVE,CHICAGO,ILLINOIS,USA,N
13SW4157,SEARCH,12-Jan-13,5700 S PRINCETON AVE,5700,S,PRINCETON AVE,CHICAGO,ILLINOIS,USA,Y
13SW4151,SEARCH,12-Jan-13,7100 S SEELEY AVE,7100,S,SEELEY AVE,CHICAGO,ILLINOIS,USA,Y
13SW4149,SEARCH,12-Jan-13,900 N CICERO AVE,900,N,CICERO AVE,CHICAGO,ILLINOIS,USA,N
13SW4148,SEARCH,12-Jan-13,900 N CICERO AVE,900,N,CICERO AVE,CHICAGO,ILLINOIS,USA,Y
13SW4166,SEARCH,13-Jan-13,3900 W VAN BUREN ST,3900,W,VAN BUREN ST,CHICAGO,ILLINOIS,USA,N
13SW4165,SEARCH,14-Jan-13,3600 S RHODES AVE,3600,S,RHODES AVE,CHICAGO,ILLINOIS,USA,Y
13SW4189,SEARCH,14-Jan-13,3800 W FULLERTON AVE,3800,W,FULLERTON AVE,CHICAGO,ILLINOIS,USA,Y
13SW4201,SEARCH,15-Jan-13,8800 S BURLEY AVE,8800,S,BURLEY AVE,CHICAGO,ILLINOIS,USA,Y
13SW4195,SEARCH,15-Jan-13,3200 N KARLOV AVE,3200,N,KARLOV AVE,CHICAGO,ILLINOIS,USA,N
13SW4188,SEARCH,15-Jan-13,5100 W WEST END AVE,5100,W,WEST END AVE,CHICAGO,ILLINOIS,USA,N
13SW4203,SEARCH,15-Jan-13,2900 E 101ST ST,2900,E,101ST ST,CHICAGO,ILLINOIS,USA,N
13SW4190,SEARCH,15-Jan-13,500 E 88TH PL,500,E,88TH PL,CHICAGO,ILLINOIS,USA,N
13SW4172,SEARCH,15-Jan-13,2900 N SPRINGFIELD AVE,2900,N,SPRINGFIELD AVE,CHICAGO,ILLINOIS,USA,Y
13SW4198,SEARCH,16-Jan-13,2700 W HIRSCH ST,2700,W,HIRSCH ST,CHICAGO,ILLINOIS,USA,N
13SW4207,SEARCH,16-Jan-13,2700 W HIRSCH ST,2700,W,HIRSCH ST,CHICAGO,ILLINOIS,USA,Y
13SW4216,SEARCH,16-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4217,SEARCH,16-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4215,SEARCH,16-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4199,SEARCH,16-Jan-13,300 W 102ND ST,300,W,102ND ST,CHICAGO,ILLINOIS,USA,Y
13SW4200,SEARCH,16-Jan-13,5400 W MONROE ST,5400,W,MONROE ST,CHICAGO,ILLINOIS,USA,Y
13SW4228,SEARCH,16-Jan-13,8200 S JUSTINE ST,8200,S,JUSTINE ST,CHICAGO,ILLINOIS,USA,Y
13SW4232,SEARCH,16-Jan-13,4300 W GLADYS AVE,4300,W,GLADYS AVE,CHICAGO,ILLINOIS,USA,N
13SW4213,SEARCH,16-Jan-13,7500 S HERMITAGE AVE,7500,S,HERMITAGE AVE,CHICAGO,ILLINOIS,USA,Y
13SW4173,SEARCH,16-Jan-13,1700 E 67TH ST,1700,E,67TH ST,CHICAGO,ILLINOIS,USA,Y
13SW4225,SEARCH,16-Jan-13,3200 N RACINE AVE,3200,N,RACINE AVE,CHICAGO,ILLINOIS,USA,N
13SW4208,SEARCH,16-Jan-13,3200 N RACINE AVE,3200,N,RACINE AVE,CHICAGO,ILLINOIS,USA,N
13SW4210,SEARCH,16-Jan-13,7200 S MARSHFIELD AVE,7200,S,MARSHFIELD AVE,CHICAGO,ILLINOIS,USA,Y
13SW4212,SEARCH,16-Jan-13,1600 W 58TH ST,1600,W,58TH ST,CHICAGO,ILLINOIS,USA,N
13SW4221,SEARCH,17-Jan-13,10000 S EGGLESTON AVE,10000,S,EGGLESTON AVE,CHICAGO,ILLINOIS,USA,Y
13SW4222,SEARCH,17-Jan-13,10000 S EGGLESTON AVE,10000,S,EGGLESTON AVE,CHICAGO,ILLINOIS,USA,Y
13SW4194,SEARCH,17-Jan-13,7400 S MAY ST,7400,S,MAY ST,CHICAGO,ILLINOIS,USA,N
13SW4181,SEARCH,17-Jan-13,1100 S FRANCISCO AVE,1100,S,FRANCISCO AVE,CHICAGO,ILLINOIS,USA,N
13SW4243,SEARCH,17-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4235,SEARCH,17-Jan-13,3800 W GLADYS AVE,3800,W,GLADYS AVE,CHICAGO,ILLINOIS,USA,Y
13SW4204,SEARCH,17-Jan-13,3500 S RHODES AVE,3500,S,RHODES AVE,CHICAGO,ILLINOIS,USA,N
13SW4230,SEARCH,17-Jan-13,7700 S PAULINA ST,7700,S,PAULINA ST,CHICAGO,ILLINOIS,USA,Y
13SW4205,SEARCH,17-Jan-13,3500 S RHODES AVE,3500,S,RHODES AVE,CHICAGO,ILLINOIS,USA,N
13SW4206,SEARCH,17-Jan-13,3500 S RHODES AVE,3500,S,RHODES AVE,CHICAGO,ILLINOIS,USA,N
13SW4193,SEARCH,17-Jan-13,8100 S HOUSTON AVE,8100,S,HOUSTON AVE,CHICAGO,ILLINOIS,USA,N
13SW4241,SEARCH,17-Jan-13,1000 N LAVERGNE AVE,1000,N,LAVERGNE AVE,CHICAGO,ILLINOIS,USA,N
13SW4252,SEARCH,17-Jan-13,1900 N MOZART ST,1900,N,MOZART ST,CHICAGO,ILLINOIS,USA,N
13SW4239,SEARCH,17-Jan-13,7400 S LANGLEY AVE,7400,S,LANGLEY AVE,CHICAGO,ILLINOIS,USA,Y
13SW4226,SEARCH,17-Jan-13,3200 N RACINE AVE,3200,N,RACINE AVE,CHICAGO,ILLINOIS,USA,N
13SW4245,SEARCH,17-Jan-13,6800 S LAFLIN ST,6800,S,LAFLIN ST,CHICAGO,ILLINOIS,USA,Y
13SW4261,SEARCH,17-Jan-13,5800 S INDIANA AVE,5800,S,INDIANA AVE,CHICAGO,ILLINOIS,USA,Y
13SW4177,SEARCH,17-Jan-13,700 N RIDGEWAY AVE,700,N,RIDGEWAY AVE,CHICAGO,ILLINOIS,USA,Y
13SW4260,SEARCH,17-Jan-13,4900 W QUINCY ST,4900,W,QUINCY ST,CHICAGO,ILLINOIS,USA,N
13SW4264,SEARCH,18-Jan-13,1700 W GARFIELD BLVD,1700,W,GARFIELD BLVD,CHICAGO,ILLINOIS,USA,Y
13SW4269,SEARCH,18-Jan-13,5100 S WENTWORTH AVE,5100,S,WENTWORTH AVE,CHICAGO,ILLINOIS,USA,N
13SW4244,SEARCH,18-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4271,SEARCH,18-Jan-13,2300 S DRAKE AVE,2300,S,DRAKE AVE,CHICAGO,ILLINOIS,USA,N
13SW4242,SEARCH,18-Jan-13,8400 S HERMITAGE AVE,8400,S,HERMITAGE AVE,CHICAGO,ILLINOIS,USA,Y
13SW4276,SEARCH,18-Jan-13,3100 W 64TH ST,3100,W,64TH ST,CHICAGO,ILLINOIS,USA,N
13SW4280,SEARCH,18-Jan-13,100 N WALLER AVE,100,N,WALLER AVE,CHICAGO,ILLINOIS,USA,Y
13SW4263,SEARCH,18-Jan-13,4500 S LAWLER AVE,4500,S,LAWLER AVE,CHICAGO,ILLINOIS,USA,N
13SW4283,SEARCH,18-Jan-13,800 N AVERS AVE,800,N,AVERS AVE,CHICAGO,ILLINOIS,USA,Y
13SW4273,SEARCH,19-Jan-13,400 W 27TH ST,400,W,27TH ST,CHICAGO,ILLINOIS,USA,Y
13SW4288,SEARCH,19-Jan-13,5100 S WENTWORTH AVE,5100,S,WENTWORTH AVE,CHICAGO,ILLINOIS,USA,N
13SW4277,SEARCH,19-Jan-13,4900 W ALTGELD ST,4900,W,ALTGELD ST,CHICAGO,ILLINOIS,USA,Y
13SW4279,SEARCH,20-Jan-13,6100 N FRANCISCO AVE,6100,N,FRANCISCO AVE,CHICAGO,ILLINOIS,USA,Y
13SW4300,SEARCH,21-Jan-13,2900 S ELIAS CT,2900,S,ELIAS CT,CHICAGO,ILLINOIS,USA,N
13SW4301,SEARCH,21-Jan-13,800 N CENTRAL AVE,800,N,CENTRAL AVE,CHICAGO,ILLINOIS,USA,Y
13SW4297,SEARCH,21-Jan-13,8700 S MICHIGAN AVE,8700,S,MICHIGAN AVE,CHICAGO,ILLINOIS,USA,Y
13SW4287,SEARCH,22-Jan-13,600 S CANAL ST,600,S,CANAL ST,CHICAGO,ILLINOIS,USA,N
13SW4291,SEARCH,22-Jan-13,300 W 56TH PL,300,W,56TH PL,CHICAGO,ILLINOIS,USA,N
13SW4290,SEARCH,22-Jan-13,300 W 56TH PL,300,W,56TH PL,CHICAGO,ILLINOIS,USA,N
13SW4305,SEARCH,22-Jan-13,2000 W 69TH PL,2000,W,69TH PL,CHICAGO,ILLINOIS,USA,N
13SW4282,SEARCH,22-Jan-13,6200 S DR MARTIN LUTHER KING JR DR,6200,S,DR MARTIN LUTHER KING JR DR,CHICAGO,ILLINOIS,USA,Y
13SW4310,SEARCH,22-Jan-13,0 E 121ST PL,0,E,121ST PL,CHICAGO,ILLINOIS,USA,Y
13SW4307,SEARCH,22-Jan-13,9900 S YALE AVE,9900,S,YALE AVE,CHICAGO,ILLINOIS,USA,Y
13SW4306,SEARCH,22-Jan-13,6200 S WHIPPLE ST,6200,S,WHIPPLE ST,CHICAGO,ILLINOIS,USA,N
13SW4278,SEARCH,22-Jan-13,1000 W 58TH ST,1000,W,58TH ST,CHICAGO,ILLINOIS,USA,Y
13SW4332,SEARCH,23-Jan-13,6800 S EMERALD AVE,6800,S,EMERALD AVE,CHICAGO,ILLINOIS,USA,N
13SW4302,SEARCH,23-Jan-13,1400 W GRAND AVE,1400,W,GRAND AVE,CHICAGO,ILLINOIS,USA,Y
13SW4343,SEARCH,23-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4313,SEARCH,23-Jan-13,7100 S ST LAWRENCE AVE,7100,S,ST LAWRENCE AVE,CHICAGO,ILLINOIS,USA,N
13SW4344,SEARCH,23-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4312,SEARCH,23-Jan-13,5300 S PRINCETON AVE,5300,S,PRINCETON AVE,CHICAGO,ILLINOIS,USA,Y
13SW4369,SEARCH,23-Jan-13,2500 W LYNDALE ST,2500,W,LYNDALE ST,CHICAGO,ILLINOIS,USA,Y
13SW4362,SEARCH,23-Jan-13,2500 E 109TH ST,2500,E,109TH ST,CHICAGO,ILLINOIS,USA,N
13SW4337,SEARCH,23-Jan-13,9100 S ANTHONY AVE,9100,S,ANTHONY AVE,CHICAGO,ILLINOIS,USA,N
13SW4336,SEARCH,23-Jan-13,9100 S COLFAX AVE,9100,S,COLFAX AVE,CHICAGO,ILLINOIS,USA,Y
13SW4328,SEARCH,24-Jan-13,11400 S MICHIGAN AVE,11400,S,MICHIGAN AVE,CHICAGO,ILLINOIS,USA,Y
13SW4309,SEARCH,24-Jan-13,7000 S INDIANA AVE,7000,S,INDIANA AVE,CHICAGO,ILLINOIS,USA,Y
13SW4318,SEARCH,24-Jan-13,600 N LOCKWOOD AVE,600,N,LOCKWOOD AVE,CHICAGO,ILLINOIS,USA,N
13SW4314,SEARCH,24-Jan-13,5200 W FERDINAND ST,5200,W,FERDINAND ST,CHICAGO,ILLINOIS,USA,Y
13SW4376,SEARCH,24-Jan-13,1700 W CULLERTON ST,1700,W,CULLERTON ST,CHICAGO,ILLINOIS,USA,Y
13SW4345,SEARCH,24-Jan-13,2100 N KEYSTONE AVE,2100,N,KEYSTONE AVE,CHICAGO,ILLINOIS,USA,N
13SW4346,SEARCH,24-Jan-13,3500 N KILBOURN AVE,3500,N,KILBOURN AVE,CHICAGO,ILLINOIS,USA,N
13SW4327,SEARCH,24-Jan-13,1800 S KILDARE AVE,1800,S,KILDARE AVE,CHICAGO,ILLINOIS,USA,N
13SW4363,SEARCH,24-Jan-13,400 E 63RD ST,400,E,63RD ST,CHICAGO,ILLINOIS,USA,Y
13SW4331,SEARCH,24-Jan-13,6300 S RICHMOND ST,6300,S,RICHMOND ST,CHICAGO,ILLINOIS,USA,Y
13SW4304,SEARCH,24-Jan-13,6300 S WINCHESTER AVE,6300,S,WINCHESTER AVE,CHICAGO,ILLINOIS,USA,Y
13SW4311,SEARCH,24-Jan-13,2700 S EMERALD AVE,2700,S,EMERALD AVE,CHICAGO,ILLINOIS,USA,Y
13SW4321,SEARCH,24-Jan-13,2900 S LOWE AVE,2900,S,LOWE AVE,CHICAGO,ILLINOIS,USA,N
13SW4379,SEARCH,24-Jan-13,6900 S STEWART AVE,6900,S,STEWART AVE,CHICAGO,ILLINOIS,USA,N
13SW4352,SEARCH,24-Jan-13,6900 S CAMPBELL AVE,6900,S,CAMPBELL AVE,CHICAGO,ILLINOIS,USA,N
13SW4387,SEARCH,24-Jan-13,6600 S VERNON AVE,6600,S,VERNON AVE,CHICAGO,ILLINOIS,USA,N
13SW4322,SEARCH,24-Jan-13,8700 S ADA ST,8700,S,ADA ST,CHICAGO,ILLINOIS,USA,Y
13SW4403,SEARCH,24-Jan-13,6200 S CHAMPLAIN AVE,6200,S,CHAMPLAIN AVE,CHICAGO,ILLINOIS,USA,N
13SW4353,SEARCH,24-Jan-13,8800 S BURLEY AVE,8800,S,BURLEY AVE,CHICAGO,ILLINOIS,USA,N
13SW4341,SEARCH,24-Jan-13,5700 S SEELEY AVE,5700,S,SEELEY AVE,CHICAGO,ILLINOIS,USA,Y
13SW4388,SEARCH,24-Jan-13,400 W 79TH ST,400,W,79TH ST,CHICAGO,ILLINOIS,USA,Y
13SW4377,SEARCH,24-Jan-13,8000 S WINCHESTER AVE,8000,S,WINCHESTER AVE,CHICAGO,ILLINOIS,USA,Y
13SW4367,SEARCH,24-Jan-13,6100 S PRAIRIE AVE,6100,S,PRAIRIE AVE,CHICAGO,ILLINOIS,USA,Y
13SW4350,SEARCH,24-Jan-13,9300 S HARPER AVE,9300,S,HARPER AVE,CHICAGO,ILLINOIS,USA,N
13SW4351,SEARCH,24-Jan-13,9300 S HARPER AVE,9300,S,HARPER AVE,CHICAGO,ILLINOIS,USA,N
13SW4323,SEARCH,24-Jan-13,7000 S JUSTINE ST,7000,S,JUSTINE ST,CHICAGO,ILLINOIS,USA,N
13SW4354,SEARCH,24-Jan-13,6800 S DR MARTIN LUTHER KING JR DR,6800,S,DR MARTIN LUTHER KING JR DR,CHICAGO,ILLINOIS,USA,Y
13SW4401,SEARCH,24-Jan-13,5500 S ADA ST,5500,S,ADA ST,CHICAGO,ILLINOIS,USA,N
13SW4383,SEARCH,24-Jan-13,5500 S ADA ST,5500,S,ADA ST,CHICAGO,ILLINOIS,USA,N
13SW4400,SEARCH,24-Jan-13,5500 S ADA ST,5500,S,ADA ST,CHICAGO,ILLINOIS,USA,Y
13SW4398,SEARCH,24-Jan-13,4800 W HURON ST,4800,W,HURON ST,CHICAGO,ILLINOIS,USA,Y
13SW4348,SEARCH,24-Jan-13,1000 W 68TH ST,1000,W,68TH ST,CHICAGO,ILLINOIS,USA,N
13SW4384,SEARCH,24-Jan-13,0 E 70TH ST,0,E,70TH ST,CHICAGO,ILLINOIS,USA,N
13SW4375,SEARCH,24-Jan-13,3100 W 25TH ST,3100,W,25TH ST,CHICAGO,ILLINOIS,USA,Y
13SW4347,SEARCH,24-Jan-13,7400 S PHILLIPS AVE,7400,S,PHILLIPS AVE,CHICAGO,ILLINOIS,USA,N
13SW4349,SEARCH,24-Jan-13,5100 S ADA ST,5100,S,ADA ST,CHICAGO,ILLINOIS,USA,N
13SW4339,SEARCH,24-Jan-13,9200 S BURLEY AVE,9200,S,BURLEY AVE,CHICAGO,ILLINOIS,USA,Y
13SW4338,SEARCH,24-Jan-13,9200 S BURLEY AVE,9200,S,BURLEY AVE,CHICAGO,ILLINOIS,USA,N
13SW4319,SEARCH,24-Jan-13,1000 E 42ND PL,1000,E,42ND PL,CHICAGO,ILLINOIS,USA,Y
13SW4361,SEARCH,24-Jan-13,10700 S EWING AVE,10700,S,EWING AVE,CHICAGO,ILLINOIS,USA,N
13SW4397,SEARCH,24-Jan-13,6800 S CHAMPLAIN AVE,6800,S,CHAMPLAIN AVE,CHICAGO,ILLINOIS,USA,N
13SW4308,SEARCH,24-Jan-13,1000 N LAMON AVE,1000,N,LAMON AVE,CHICAGO,ILLINOIS,USA,Y
13SW4392,SEARCH,24-Jan-13,9400 S LAFAYETTE AVE,9400,S,LAFAYETTE AVE,CHICAGO,ILLINOIS,USA,N
13SW4370,SEARCH,25-Jan-13,3400 S RHODES AVE,3400,S,RHODES AVE,CHICAGO,ILLINOIS,USA,Y
13SW4404,SEARCH,25-Jan-13,7400 S WABASH AVE,7400,S,WABASH AVE,CHICAGO,ILLINOIS,USA,Y
13SW4357,SEARCH,25-Jan-13,100 N LEAMINGTON AVE,100,N,LEAMINGTON AVE,CHICAGO,ILLINOIS,USA,Y
13SW4407,SEARCH,25-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4374,SEARCH,25-Jan-13,8700 S UNION AVE,8700,S,UNION AVE,CHICAGO,ILLINOIS,USA,N
13SW4409,SEARCH,25-Jan-13,5000 S THROOP ST,5000,S,THROOP ST,CHICAGO,ILLINOIS,USA,Y
13SW4386,SEARCH,25-Jan-13,600 S CANAL ST,600,S,CANAL ST,CHICAGO,ILLINOIS,USA,N
13SW4330,SEARCH,25-Jan-13,7000 S MERRILL AVE,7000,S,MERRILL AVE,CHICAGO,ILLINOIS,USA,Y
13SW4324,SEARCH,25-Jan-13,1700 E 71ST PL,1700,E,71ST PL,CHICAGO,ILLINOIS,USA,Y
13SW4340,SEARCH,25-Jan-13,7800 S BURNHAM AVE,7800,S,BURNHAM AVE,CHICAGO,ILLINOIS,USA,N
13SW4406,SEARCH,25-Jan-13,1800 S HARDING AVE,1800,S,HARDING AVE,CHICAGO,ILLINOIS,USA,N
13SW4329,SEARCH,25-Jan-13,7800 S STEWART AVE,7800,S,STEWART AVE,CHICAGO,ILLINOIS,USA,Y
13SW4405,SEARCH,25-Jan-13,12100 S WENTWORTH AVE,12100,S,WENTWORTH AVE,CHICAGO,ILLINOIS,USA,Y
13SW4421,SEARCH,27-Jan-13,2600 S ST LOUIS AVE,2600,S,ST LOUIS AVE,CHICAGO,ILLINOIS,USA,Y
13SW4418,SEARCH,27-Jan-13,8500 S PEORIA ST,8500,S,PEORIA ST,CHICAGO,ILLINOIS,USA,N
13SW4420,SEARCH,27-Jan-13,5500 W GRAND AVE,5500,W,GRAND AVE,CHICAGO,ILLINOIS,USA,Y
13SW4419,SEARCH,27-Jan-13,6400 S HERMITAGE AVE,6400,S,HERMITAGE AVE,CHICAGO,ILLINOIS,USA,Y
13SW4424,SEARCH,28-Jan-13,2500 E 75TH ST,2500,E,75TH ST,CHICAGO,ILLINOIS,USA,N
13SW4429,SEARCH,28-Jan-13,3000 W FLOURNOY ST,3000,W,FLOURNOY ST,CHICAGO,ILLINOIS,USA,N
13SW4426,SEARCH,28-Jan-13,10200 S COMMERCIAL AVE,10200,S,COMMERCIAL AVE,CHICAGO,ILLINOIS,USA,N
13SW4439,SEARCH,28-Jan-13,5100 S ADA ST,5100,S,ADA ST,CHICAGO,ILLINOIS,USA,Y
13SW4438,SEARCH,28-Jan-13,5100 S ADA ST,5100,S,ADA ST,CHICAGO,ILLINOIS,USA,N
13SW4411,SEARCH,28-Jan-13,4200 W CULLERTON ST,4200,W,CULLERTON ST,CHICAGO,ILLINOIS,USA,Y
13SW4450,SEARCH,29-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4449,SEARCH,29-Jan-13,6800 S MORGAN ST,6800,S,MORGAN ST,CHICAGO,ILLINOIS,USA,Y
13SW4460,SEARCH,29-Jan-13,2200 N HAMLIN AVE,2200,N,HAMLIN AVE,CHICAGO,ILLINOIS,USA,Y
13SW4458,SEARCH,29-Jan-13,5500 W 55TH ST,5500,W,55TH ST,CHICAGO,ILLINOIS,USA,N
13SW4427,SEARCH,29-Jan-13,1800 W DIVERSEY PKWY,1800,W,DIVERSEY PKWY,CHICAGO,ILLINOIS,USA,Y
13SW4442,SEARCH,29-Jan-13,7300 S PEORIA ST,7300,S,PEORIA ST,CHICAGO,ILLINOIS,USA,Y
13SW4446,SEARCH,29-Jan-13,3000 W 39TH PL,3000,W,39TH PL,CHICAGO,ILLINOIS,USA,Y
13SW4466,SEARCH,29-Jan-13,10900 S MACKINAW AVE,10900,S,MACKINAW AVE,CHICAGO,ILLINOIS,USA,Y
13SW4445,SEARCH,30-Jan-13,8200 S ANTHONY AVE,8200,S,ANTHONY AVE,CHICAGO,ILLINOIS,USA,Y
13SW4464,SEARCH,30-Jan-13,7500 S UNION AVE,7500,S,UNION AVE,CHICAGO,ILLINOIS,USA,N
13SW4455,SEARCH,30-Jan-13,4400 S WALLACE ST,4400,S,WALLACE ST,CHICAGO,ILLINOIS,USA,Y
13SW4486,SEARCH,30-Jan-13,6800 S EAST END AVE,6800,S,EAST END AVE,CHICAGO,ILLINOIS,USA,Y
13SW4468,SEARCH,30-Jan-13,4700 W MONROE ST,4700,W,MONROE ST,CHICAGO,ILLINOIS,USA,Y
13SW4499,SEARCH,30-Jan-13,300 S SPRINGFIELD AVE,300,S,SPRINGFIELD AVE,CHICAGO,ILLINOIS,USA,N
13SW4487,SEARCH,30-Jan-13,4000 S DR MARTIN LUTHER KING JR SD,4000,S,DR MARTIN LUTHER KING JR SD,CHICAGO,ILLINOIS,USA,Y
13SW4495,SEARCH,30-Jan-13,3200 W BELLE PLAINE AVE,3200,W,BELLE PLAINE AVE,CHICAGO,ILLINOIS,USA,Y
13SW4452,SEARCH,30-Jan-13,4800 W WABANSIA AVE,4800,W,WABANSIA AVE,CHICAGO,ILLINOIS,USA,Y
13SW4489,SEARCH,30-Jan-13,4000 W FIFTH AVE,4000,W,FIFTH AVE,CHICAGO,ILLINOIS,USA,N
13SW4502,SEARCH,31-Jan-13,7000 S EAST END AVE,7000,S,EAST END AVE,CHICAGO,ILLINOIS,USA,N
13SW4484,SEARCH,31-Jan-13,6100 S CHAMPLAIN AVE,6100,S,CHAMPLAIN AVE,CHICAGO,ILLINOIS,USA,N
13SW4509,SEARCH,31-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4508,SEARCH,31-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4507,SEARCH,31-Jan-13,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
13SW4498,SEARCH,31-Jan-13,6700 S PARNELL AVE,6700,S,PARNELL AVE,CHICAGO,ILLINOIS,USA,N
13SW4494,SEARCH,31-Jan-13,3200 S HALSTED ST,3200,S,HALSTED ST,CHICAGO,ILLINOIS,USA,N
13SW4488,SEARCH,31-Jan-13,6300 S CHAMPLAIN AVE,6300,S,CHAMPLAIN AVE,CHICAGO,ILLINOIS,USA,Y
13SW4515,SEARCH,31-Jan-13,7400 S MAY ST,7400,S,MAY ST,CHICAGO,ILLINOIS,USA,N
13SW4513,SEARCH,31-Jan-13,4900 W IOWA ST,4900,W,IOWA ST,CHICAGO,ILLINOIS,USA,N
